545378	wiki:simple:donk_the_samurai_duck:sent000007	He wants to cook and eat him, but Donk gets Spidore to not place him in the cooking pot, and he trains him to become a samurai.
545379	wiki:simple:donk_the_samurai_duck:sent000008	By the time Donk's training is complete, Spidore is so old he has lost most of his strength and asks him to do his final quest.
545380	wiki:simple:donk_the_samurai_duck:sent000009	This quest is to defeat Eider Down, who wants to steal the magical gems hidden deep within another planet.
545382	wiki:simple:donk_the_samurai_duck:sent000011	This was changed to Donk because "dong" is a slang word for the penis.<ref></ref>  A Dreamcast version made by Cryptic Allusion was announced in 2006.<ref></ref> In 2007, a release later that year was announced.<ref></ref> It was never released.
545383	wiki:simple:donkey:sent000000	A donkey or ass (Equus africanus asinus) is a mammal of the Equidae family.<ref>The name Equus africanus takes precedence over Equus asinus by a decision of the International Commission on Zoological Nomenclature (ICZN) concerning the conservation of 17 species names of wild animals with domestic derivatives.</ref>  The wild ancestor of the donkey is the African wild ass, E. africanus.
545384	wiki:simple:donkey:sent000001	The donkey has been used as a working animal for at least 5000 years.
545385	wiki:simple:donkey:sent000002	There are a number of other wild asses in different parts of the world.
545386	wiki:simple:donkey:sent000003	The name 'donkey' is correct for the domesticated animal.
558361	wiki:simple:duke_of_rutland:sent000004	The surname of the present duke's family is "Manners".
558362	wiki:simple:duke_of_rutland:sent000005	The heir to the title is known as the Marquess of Granby.
558363	wiki:simple:duke_of_rutland:sent000006	Other titles: Marquess of Granby (1703), Earl of Rutland (1525), Baron Manners of Haddon (1679) and Baron Roos of Belvoir (1896).
558364	wiki:simple:duke_of_rutland:sent000007	The Duke of Rutland is allowed to be addressed as His Grace.
558365	wiki:simple:duke_of_rutland:sent000008	The traditional family seats are Haddon Hall in Derbyshire and Belvoir Castle in Leicestershire.<ref>Frank Halleday Cheetham, Haddon Hall, Being Notes on the Architecture and History, for the Use of Visitors (Bakewell: "High Peak News" offices, 1899), pp.
558367	wiki:simple:duke_of_rutland:sent000010	1959), eldest son of the 10th Duke  The heir apparent is Charles John Montague Manners, Marquess of Granby (b.
558368	wiki:simple:duke_of_sussex:sent000000	Duke of Sussex is a noble title given to a male member of the British Royal Family.<ref></ref> It is considered a hereditary title, meaning it can be passed down from father to son.
558369	wiki:simple:duke_of_sussex:sent000001	The title was first created in 1801 and given to Prince Augustus Frederick, Duke of Sussex, the sixth son of King George III.
558370	wiki:simple:duke_of_sussex:sent000002	It is one of several royal dukedoms in the British peerage system.<ref></ref> This title became extinct in 1843 when Prince Augustus Frederick died without any sons.
558371	wiki:simple:duke_of_sussex:sent000003	The title was revived in 2018 and bestowed upon Prince Harry, the younger son of King Charles III, on the occasion of his wedding to Meghan Markle.<ref></ref> The wife of the Duke of Sussex is called the Duchess of Sussex.
571347	wiki:simple:economic_policy:sent000000	A country's economic policy is the branch of its laws that regulate the economy.
571348	wiki:simple:economic_policy:sent000001	Economic policies include government budgets, tax rates, how much or how little fiat currency is printed, financial regulation, business regulations, etc.
571349	wiki:simple:economic_recovery_tax_act_of_1981:sent000000	The Economic Recovery Tax Act of 1981, also known as the ERTA or "Kemp-Roth Tax Cut", was a federal law signed into law in the United States in 1981.
571350	wiki:simple:economic_recovery_tax_act_of_1981:sent000001	It was an act "to amend the Internal Revenue Code of 1954 to encourage economic growth through reductions in individual income tax rates, the expensing of depreciable property, incentives for small businesses, and incentives for savings, and for other purposes".
571351	wiki:simple:economic_rent:sent000000	In neoclassical economics, economic rent refers to any payment (in the context of a market transaction) made to the owner of a factor of production or resource whose supply is fixed. <ref></ref> In classical economics, economic rent is any payment made or benefits received for non-produced, scarce inputs such as location (as in a land lot) and/or assets which are formed by creating official exclusive privileges over natural opportunities and resources.
571353	wiki:simple:economic_sector:sent000000	One method is by the three-sector hypothesis: Primary sector extracts natural materials and provides raw materials for secondary industry.  s.
571354	wiki:simple:economic_sector:sent000001	Sd transmission of  India is the fastest growing large economy in the world, with an enormous population, favorable demographics and high catch-up potential due to low initial GDP per head.
571355	wiki:simple:economic_sector:sent000002	As per the World Bank data, in 2017, India became the sixth largest economy with a GDP of US$2.59 trillion, relegating France to the seventh position.
571356	wiki:simple:economic_sector:sent000003	India is likely to surpass the United Kingdom in the world's largest economy rankings in 2019, according to a report by global consultancy firm PwC.
571357	wiki:simple:economic_sector:sent000004	According to World Economic Outlook report of IMF, India's economy is expected to grow by 7.5 per cent in the 2019-20 fiscal year, keeping an upward trajectory as the rest of the world slumps.
584332	wiki:simple:ejaculation:sent000056	A study carried out in Australia seemed to show that men who ejaculate often have less chance of getting prostate cancer.<ref></ref>  When a man is stimulated, his penis becomes erect.
584333	wiki:simple:ejaculation:sent000057	When he has an orgasm, semen comes out from urethra (the hole in the end of his penis).
584334	wiki:simple:ejaculation:sent000058	Semen contains sperm and other substances.
584335	wiki:simple:ejaculation:sent000059	How long a man can be stimulated before ejaculating, how long the ejaculation lasts, the strength of the ejaculation, and the amount of semen that comes out, all vary from one man to another.
584336	wiki:simple:ejaculation:sent000060	When a man ejaculates, he has a very good feeling in his penis and in his groin area (the part of his body where his torso joins the top of his legs).
584338	wiki:simple:ejaculation:sent000062	Ejaculation can also happen without control when a man is sleeping, which is called a wet dream.
584339	wiki:simple:ejaculation:sent000063	Boys usually do not ejaculate sperm until they reach puberty, but sometimes they can masturbate (and orgasm) before it.
584340	wiki:simple:ejaculation:sent000064	Young boys cannot ejaculate.
584341	wiki:simple:ejaculation:sent000065	A boy's first ejaculation usually happens about one year after he begins puberty, which is when his body starts changing into a man's body.<ref name="Oigarche"></ref> Most boys go through puberty in their teens.
584342	wiki:simple:ejaculation:sent000066	The first time a boy ejaculates usually happens when he is asleep.
597318	wiki:simple:ely_iowa:sent000000	Ely is a city in Iowa in the United States.
597319	wiki:simple:ely_minnesota:sent000000	Ely ( ) is a city in Saint Louis County, Minnesota, United States.
597320	wiki:simple:ely_minnesota:sent000001	The population was 3,268 at the 2020 census.<ref name="Census 2020"></ref> It is located on the Vermilion Iron Range.
597321	wiki:simple:ely_minnesota:sent000002	It is home to several iron ore mines.
597322	wiki:simple:ely_nevada:sent000000	Ely (, ) is the largest city and county seat of White Pine County, Nevada, United States.
597324	wiki:simple:ely_s_parker:sent000000	Ely Samuel Parker (1828 – August 31, 1895), born Hasanoanda (Tonawanda Seneca), later known as Donehogawa was a Native American of the Seneca tribe.
597325	wiki:simple:ely_s_parker:sent000001	He became the first Commissioner of Indian Affairs.
597326	wiki:simple:ely_s_parker:sent000002	He was also a U.S.
597327	wiki:simple:ely_s_parker:sent000003	Army officer, engineer, and tribal diplomat.
597328	wiki:simple:ely_s_parker:sent000004	He spoke English and the Seneca language.<ref></ref> He was friends with the anthropoloigsist Lewis Henry Morgan.
610303	wiki:simple:environmental_humanities:sent000077	Rose and L.
610304	wiki:simple:environmental_humanities:sent000078	Robin (2004) 'The Ecological Humanities in Action: An Invitation', Australian Humanities Review, 31–32.
610305	wiki:simple:environmental_humanities:sent000079	Weiner (2000) Models of Nature: Ecology, Conservation and Cultural Revolution in Soviet Russia, University of Pittsburgh Press, U.S.A.
610306	wiki:simple:environmental_humanities:sent000080	Environmental Humanities (journal) Resilience: A Journal of the Environmental Humanities (journal) "What is the Environmental Humanities?" The Environmental Humanities at UCLA.
610307	wiki:simple:environmental_humanities:sent000081	Environment & Society Portal  D.
610309	wiki:simple:environmental_humanities:sent000083	Emmett (2013), "Background Paper: The Emergence of the Environmental Humanities".
610310	wiki:simple:environmental_humanities:sent000084	Mistra, the Swedish Foundation for Strategic Environmental Research.
610311	wiki:simple:environmental_humanities:sent000085	Hutchings (2014) 'Understanding of and Vision for the Environmental Humanities', Environmental Humanities, vol.
610312	wiki:simple:environmental_impact_of_aviation:sent000000	Air travel has a major impact on the world's environment, especially the atmosphere.
610313	wiki:simple:environmental_impact_of_aviation:sent000001	With fast globalisation, air traffic has quickly increased, and is one of the biggest causes of climate change.<ref></ref>  It also takes fuel to fly the planes which causes pollution.
623288	wiki:simple:ethiopia:sent000024	After a second golden age in the early 6th century<ref name="Munro-Hay573"></ref> the Aksumite empire began to decline in the mid 6th century,<ref>David W.
623289	wiki:simple:ethiopia:sent000025	Phillipson (2012): Foundations of an African Civilisation: Aksum and the Northern Horn, 1000&nbsp;BC – AD 1300.
623290	wiki:simple:ethiopia:sent000026	James Currey. p.
623291	wiki:simple:ethiopia:sent000027	209</ref> eventually ceasing its production of coins in the early 7th century.
623292	wiki:simple:ethiopia:sent000028	The Aksumite population was forced to go farther inland to the highlands for protection, abandoning Aksum as the capital.
623294	wiki:simple:ethiopia:sent000030	While land was lost in the north, it was gained in the south.
623295	wiki:simple:ethiopia:sent000031	Though Ethiopia was no longer an economic power, it still attracted Arab merchants.
623296	wiki:simple:ethiopia:sent000032	The capital was moved to a new location, currently unknown, though it may have been called Ku'bar or Jarmi.<ref name="Munro-Hay573" />  Under the reign of Degna Djan, during the 10th century, the empire kept expanding south.
623297	wiki:simple:ethiopia:sent000033	It sent troops into the modern-day region of Kaffa,<ref>Werner J.
623298	wiki:simple:ethiopia:sent000034	Lange, ”History of the Southern Gonga (southwestern Ethiopia)“, Steiner, 1982, p.
636273	wiki:simple:extinction:sent000027	"A mathematical model for mass extinction".
636274	wiki:simple:extinction:sent000028	Cornell University.
636275	wiki:simple:extinction:sent000029	Retrieved July 30, 2006.</ref><ref name="Raup"> Raup, David M.
636276	wiki:simple:extinction:sent000030	Extinction: bad genes or bad luck?
636277	wiki:simple:extinction:sent000031	Norton, New York.</ref> More than half of the plants and animals that have become extinct in the last 200 years have been in Australia.
636279	wiki:simple:extinction:sent000033	Especially, the introduction of eutherian mammals has caused the extinction of many marsupial forms.
636280	wiki:simple:extinction:sent000034	Naturally, higher categories such as genera, families, orders, classes and phyla last longer, because they are composed of more species.
636281	wiki:simple:extinction:sent000035	As far as we know, no phylum has gone completely extinct since the Cambrian, but quite a few classes went extinct in one or other of the 'big five' extinction events.
636282	wiki:simple:extinction:sent000036	Examples of higher categories of animal now extinct are: placoderm fish, trilobites, ammonites, pelycosaurs, non-avian dinosaurs, pterosaurs, ichthyosaurs and plesiosaurs.
636283	wiki:simple:extinction:sent000037	Darwin thought that most extinctions occurred because some organisms became more effective, and replaced their less advanced competitors.
649259	wiki:simple:february_12:sent000193	1960) 1993 &ndash; James Bulger, murder victim (b.
649260	wiki:simple:february_12:sent000194	1990) 1995 &ndash; Robert Bolt, writer (b.
649261	wiki:simple:february_12:sent000195	1924) 1996 &ndash; Bob Shaw, writer (b.
649262	wiki:simple:february_12:sent000196	1931) 1998 &ndash; Gardner Ackley, American economist and diplomat (b.
649263	wiki:simple:february_12:sent000197	1915) 2000 &ndash; Screamin' Jay Hawkins, American musician (b.
649265	wiki:simple:february_12:sent000199	1924) 2000 &ndash; Charles Schulz, American comics writer (b.
649266	wiki:simple:february_12:sent000200	1922)  2001 &ndash; Kristina Söderbaum, German actress and photographer (b.
649267	wiki:simple:february_12:sent000201	1912) 2002 &ndash; John Eriksen, Danish footballer (b.
649268	wiki:simple:february_12:sent000202	1957) 2005 &ndash; Rafael Vidal, Venezuelan athlete (b.
649269	wiki:simple:february_12:sent000203	1964) 2007 &ndash; Georg Buschner, East German footballer and manager (b.
662244	wiki:simple:fibula_brooch:sent000000	A Fibula is an ancient brooch.
662245	wiki:simple:fibula_brooch:sent000001	(Plural: fibulae).
662246	wiki:simple:fibula_brooch:sent000002	Technically, the latin term fibulae meant Roman brooches, but the term is widely used for brooches from the entire ancient and early medieval world.
662247	wiki:simple:fibula_brooch:sent000003	Unlike modern brooches, fibulae were not only decorative, they originally served a practical function: to fasten clothes, including cloaks.
662248	wiki:simple:fibula_brooch:sent000004	Fibulae replaced straight pins that were used to fasten clothing in the Neolithic period and Bronze Age.
662250	wiki:simple:fibula_brooch:sent000006	Their descendent, the modern safety pin, remains in use today.
662251	wiki:simple:fibula_brooch:sent000007	There are hundreds of different types and variation<nowiki/>s of fibulae.
662252	wiki:simple:fibula_brooch:sent000008	They are usually divided into families or groups based on historical period, geography and/or cultural grouping.
662253	wiki:simple:fibula_brooch:sent000009	Fibulae are also divided into classes based on their general forms.
662254	wiki:simple:fibula_brooch:sent000010	Hattatt, Richard.
675229	wiki:simple:flemish_giant_rabbit:sent000008	Their large size does mean a bit more of food and maintenance but these rabbits can be taken care of the same way the normal domestic sized rabbits would be taken care of.<ref></ref>  Their glossy fur is short and dense.
675230	wiki:simple:flemish_giant_rabbit:sent000009	Their coats come in seven different colors; light gray, steel gray, black, fawn, sandy, white, and blue.<ref name="lpzoo1"></ref>  Mature Flemish Giants weigh 13-14&nbsp;lbs on average but they can weigh up to 20&nbsp;pounds, even a bit more.<ref></ref> They can grow to be bigger than some dogs.<ref></ref> On average, the Flemish Giant can grow to 2 1/2 in length.
675231	wiki:simple:flemish_giant_rabbit:sent000010	The longest Flemish Giant recorded is 4&nbsp;ft.
675232	wiki:simple:flemish_giant_rabbit:sent000011	3 in.<ref name="lpzoo1"/> The typical ear length for them is 8&nbsp;inches.
675233	wiki:simple:flemish_language:sent000000	Flemish is a cluster of Dutch dialects spoken by people in the Flanders region of Belgium.
675235	wiki:simple:flemish_movement:sent000001	They are made up of groups who wish to promote Flemish culture and the Dutch language as well as those wanting a greater political independence for Flanders within Belgium.
675236	wiki:simple:flemish_movement:sent000002	It also supports nationalists who want Flanders to be independent from Belgium, either through outright independence or to be reunited with the Netherlands.
675237	wiki:simple:flemish_parliament:sent000000	The Flemish Parliament (Dutch: ) is the unicameral parliament of Flanders in Belgium.
675238	wiki:simple:flemish_parliament:sent000001	It used to be called the Flemish Council ().
675239	wiki:simple:flemish_parliament:sent000002	It is the legislative power in Flanders in Belgium.
688214	wiki:simple:fraction_too_much_friction:sent000000	"Fraction Too Much Friction" is a 1983 debut single by New Zealand singer Tim Finn and is the leading single from his debut studio album Escapade.
688215	wiki:simple:fraction_too_much_friction:sent000001	It went to number 2 in New Zealand and number 8 in Australia.
688216	wiki:simple:fraction_too_much_friction:sent000002	It won Best Video at the 1983 Countdown Australian Music Awards.
688217	wiki:simple:fraction_too_much_friction:sent000003	Australian/New Zealand 7" single <small>(K-9118)</small> A.
688218	wiki:simple:fraction_too_much_friction:sent000004	"Fraction Too Much Friction – 4:14 B.
688220	wiki:simple:fractional_distillation:sent000001	This means that each part (called a "fraction") of the mixture can be kept apart from the other chemicals.
688221	wiki:simple:fractional_distillation:sent000002	Different chemicals have different boiling points.
688222	wiki:simple:fractional_distillation:sent000003	Fractional distillation is done by heating the mixture so that it evaporates and then each fraction condenses in its own separate compartment.
688223	wiki:simple:fractional_distillation:sent000004	The reason we don't use simple distillation is because for liquids that boil at less than 25&nbsp;°C from each other, some of the other liquid(s) may evaporate and so part of the separated liquid may have part of the other liquid(s).
688224	wiki:simple:fractional_distillation:sent000005	Fractional distillation is a special method of distillation.
701200	wiki:simple:gladstone_south_australia:sent000000	Gladstone is a small town in South Australia about 200&nbsp;km north of Adelaide.
701201	wiki:simple:gladstone_south_australia:sent000001	In 2006 the population was 629.
701202	wiki:simple:gladstone_south_australia:sent000002	It is in the middle of a farming area that grows wheat and raises sheep, but Gladstone is important because it has lots of very big buildings to store wheat, barley, durum wheat, peas, faba beans and fiesta beans.
701203	wiki:simple:gladstone_south_australia:sent000003	All together, these buildings store the biggest amount of grains in the Southern Hemisphere in a place not by the sea.
701204	wiki:simple:gladstone_south_australia:sent000004	The railways are important to Gladstone so the grains can be moved to the sea and put on ships.
701206	wiki:simple:gladstone_south_australia:sent000006	The railways are also important to move the grains to the big cities in Australia.
701207	wiki:simple:gladstone_south_australia:sent000007	Gladstone is on the biggest railway line in Australia that goes between Sydney in the east and Perth in the west.
701208	wiki:simple:gladstone_south_australia:sent000008	Railway lines also go south to Adelaide, and north to other small towns.
701209	wiki:simple:gladstone_south_australia:sent000009	Now, all of the railway lines are 4&nbsp;ft 8 1⁄2 in (1,435&nbsp;mm) apart.
701210	wiki:simple:gladstone_south_australia:sent000010	This is called standard gauge.
714185	wiki:simple:gothic_art:sent000018	She was shown holding baby Jesus with love, like a real mother.<ref>Émile Mâle, The Gothic Image, Religious Art in France of the Thirteenth Century, pp.
714186	wiki:simple:gothic_art:sent000019	165–8, English trans of 3rd edn, 1913, Collins, London (and many other editions) — a classic work on French Gothic church art.</ref>  Secular art (not about religion) also became more common.
714187	wiki:simple:gothic_art:sent000020	This happened because cities grew, people traded more, and new universities opened.
714188	wiki:simple:gothic_art:sent000021	A new middle class, called the bourgeois, had money to pay artists.
714189	wiki:simple:gothic_art:sent000022	They bought paintings and books with pictures.
714191	wiki:simple:gothic_art:sent000024	This made artists show more scenes from daily life and stories, not just religion.
714192	wiki:simple:gothic_art:sent000025	In cities, artists had to join guilds, which were groups like clubs for workers.
714193	wiki:simple:gothic_art:sent000026	These guilds kept records.
714194	wiki:simple:gothic_art:sent000027	Because of this, we know the names of more artists from that time.
714195	wiki:simple:gothic_art:sent000028	Some artists even wrote their names on their art.
727170	wiki:simple:green_tea:sent000005	In the Kamakura period, a Buddhist monk, Eisai (1141–1215), and his follower, Dogen, first brought tea (maccha) to Japan.<ref name="bc"></ref> He had learned about tea on a visit to China.
727171	wiki:simple:green_tea:sent000006	Eisai taught people to grow the tea plants, and how to prepare the tea leaves.
727172	wiki:simple:green_tea:sent000007	People drank tea for its benefit as a medicine rather than as a refreshment.<ref name=bc/> Tea-drinking gradually spread as part of Zen Buddhism.
727173	wiki:simple:green_tea:sent000008	The tea ceremony was part of the training for mental discipline.
727174	wiki:simple:green_tea:sent000009	Green tea kept the mind pure and relaxed, an effect caused by the caffeine in the tea.<ref name=bc/> The custom of drinking tea gradually spread throughout Japan.
727176	wiki:simple:green_tea:sent000011	People also gambled on these competitions.
727177	wiki:simple:green_tea:sent000012	Zen Buddhist master, Juko Murata (1422–1502) stopped these competitions.
727178	wiki:simple:green_tea:sent000013	He broke with the grand tradition, and developed a small ceremony performed around the tatami mat.<ref name="tc"></ref> The tea ceremony was perfected afterward in the Azuchimomoyama era by Jou Takeno and Sen no Rikyu (1522–1591).
727179	wiki:simple:green_tea:sent000014	They removed all extra movements and unnecessary decoration and objects from the tea room.
727180	wiki:simple:green_tea:sent000015	The idea, based on Zen, was to concentrate your attention on the wealth inside your mind.<ref name=bc/>  In the Edo period, the tea ceremony spread out to the public, and it became an artistic accomplishment.
740155	wiki:simple:gurbanguly_berdimuhamedow:sent000001	He was the 2nd President of Turkmenistan from 2007 until 2022.
740156	wiki:simple:gurbanmuhammet_kasymow:sent000000	Gurbanmuhammet Kasymow, also spelled Kurbanmuhammed Kasymov or Gurbanmukhammet Kasimov, (July 30, 1954 – September 2, 2021) was a Turkmen politician and lawyer.
740157	wiki:simple:gurbanmuhammet_kasymow:sent000001	He worked in the cabinet of President of Turkmenistan Saparmurat Niyazov.
740158	wiki:simple:gurbanmuhammet_kasymow:sent000002	He was Minister of Internal Affairs from 1993 to 1998, Minister of Defense from 1998 to 1999, and Minister of Justice from 1999 until 2001.<ref name=ra></ref><ref name=ra2></ref>   He was an Ambassador to China from 2001 to 2008 and Ambassador to Kazakhstan from 2008 until 2009.
740159	wiki:simple:gurbir_grewal:sent000000	Gurbir Singh Grewal (; born June 23, 1973)<ref name="DateOfBirthRef"></ref> is an American lawyer and politician.
740161	wiki:simple:gurbr:sent000000	Gurbrü () is a municipality in the Bern-Mittelland in the canton of Bern in Switzerland.
740162	wiki:simple:gurbr:sent000001	Gurbrü is first mentioned in 1214 as Gurbru.<ref name="HDS"></ref> In 1901, the Bern–Neuchâtel railway built a station in the municipality.<ref name="HDS" />  Gurbrü has a population () of .
740163	wiki:simple:gurdas_maan:sent000000	Gurdas Maan () is a Punjabi singer-songwriter and actor.
740164	wiki:simple:gurdas_maan:sent000001	His song "dil da maamla hai" was a national success in 1980.
740165	wiki:simple:gurdas_maan:sent000002	He acted in many movies like Shaheed-e-Mohabbat Boota Singh.
753141	wiki:simple:hangul:sent000003	It was chosen as the 'Memory of the World' by UNESCO in 1997.
753142	wiki:simple:hangul:sent000004	In this book, the design ideas of Hangeul and information about its use were written down in detail.
753143	wiki:simple:hangul:sent000005	The book Hunminjeong'eum Haeryebon states the two design ideas of Hangeul.
753144	wiki:simple:hangul:sent000006	The first one is that the consonants of Hangeul look like vocal organs.
753145	wiki:simple:hangul:sent000007	The second one is that the vowels of Hangeul are based on Cheonji'in ().
753147	wiki:simple:hangul:sent000009	Because of these ideas, Hangeul is well known for being easy to learn.
753148	wiki:simple:hangul:sent000010	Although it was only used by the lower classes at first, Hangeul became the official writing script of Korea in the late 19th century.
753149	wiki:simple:hangul:sent000011	Today it is the most used writing system of both North Korea and South Korea.
753150	wiki:simple:hangul:sent000012	North Korea abolished the use of Hanja, and today North Koreans write only in Hangeul.
753151	wiki:simple:hangul:sent000013	In South Korea, people write mostly in Hangeul, but sometimes Hanja is still used.
766126	wiki:simple:hazari_lane_violence:sent000001	They went to the shop of the person who made the post and surrounded it.
766127	wiki:simple:hazari_lane_violence:sent000002	The army and police came together to stop the trouble.
766128	wiki:simple:hazari_lane_violence:sent000003	There were quarrels between the security people and the Hindu protesters.
766129	wiki:simple:hazari_lane_violence:sent000004	Twelve security people and many Hindu protesters got hurt.
766130	wiki:simple:hazari_lane_violence:sent000005	The security people hit the Hindu crowd with sticks and beat them.
766132	wiki:simple:hazari_lane_violence:sent000007	Like most cities in Bangladesh, most people in Chittagong are Muslims.
766133	wiki:simple:hazari_lane_violence:sent000008	About 150 Hindu people sell jewelry at Mia Shopping Center in Hazari Lane.
766134	wiki:simple:hazari_lane_violence:sent000009	Hindus are a small group of people, but Hazari Lane, where the event happened, has mostly been a Hindu area.<ref name=":0"></ref> In 2011, Chittagong's people were 86.74% Muslim and 11.64% Hindu.<ref></ref>  At the end of October, the Hindu people had a meeting at Laldighi Maidan in Chittagong with eight demands to stop anti-Hindu violence.
766135	wiki:simple:hazari_lane_violence:sent000010	They asked to punish those who attack on minorities, give payments to the victims, and make new laws to protect minorities.<ref></ref> In October 2024, Volker Türk, a top United Nations official, also spoke about attacks on minorities in Bangladesh.<ref></ref>  After the meeting in Laldighi Maidan, Mahmudur Rahman, the editor of Dainik Amar Desh, gave a speech in Dhaka.
766136	wiki:simple:hazari_lane_violence:sent000011	He said, Groups like ISKCON and RAW had a big meeting in Chittagong.
779112	wiki:simple:henry_winkler:sent000015	On June 19, 2010, Winkler appeared on ITV World Cup Live show.
779113	wiki:simple:henry_winkler:sent000016	Winkler represented the United States in the World Cup Wall Chart.
779114	wiki:simple:henry_winkler:sent000017	As of the summer/fall 2010 season, Winkler has joined the cast in the Adult Swim web series Children's Hospital playing a hospital administrator.
779115	wiki:simple:henry_winkler:sent000018	In late September 2010, Winkler voiced Professor Nathaniel Zib in the Lego Factory mini-series Rise of the Rookies.
779116	wiki:simple:henry_winkler:sent000019	On May 31, 2011, Winkler's book, I've Never Met an Idiot on the River.
779118	wiki:simple:henry_winkler:sent000021	In 2011, Winkler guest-starred as Ambush Bug in the series finale of Batman: The Brave and the Bold.
779119	wiki:simple:henry_winkler:sent000022	In the 2013 Broadway season, Winkler, Cheyenne Jackson, Alicia Silverstone, and Ari Graynor are set to star in the David West Read play The Performers opening Nov 14, 2012 at The Longacre Theatre.<ref></ref>  Winkler appeared in the movie Here Comes the Boom (released October 12, 2012), as the music teacher at Wilkinson High School.
779120	wiki:simple:henry_winkler:sent000023	In September 2011, Winkler was made an honorary Officer of the Order of the British Empire (OBE) "for services to children with special educational needs and dyslexia in the UK."<ref></ref><ref></ref>  Winkler has been married to Stacey Weitzman since May 5, 1978.
779121	wiki:simple:henry_winkler:sent000024	They have two children; Zoe Emily (b.
779122	wiki:simple:henry_winkler:sent000025	1980) and Max Daniel (b.
792097	wiki:simple:hisashi_kato:sent000013	He played 243 games and scored 11 goals in the league.
792098	wiki:simple:hisashi_kato:sent000014	He was selected Best Eleven 9 times.
792099	wiki:simple:hisashi_kato:sent000015	On November 19, 1978, when Kato was a Waseda University student, he debuted for the Japan national team against Soviet Union.
792100	wiki:simple:hisashi_kato:sent000016	He played at 1978 and 1982 Asian Games.
792101	wiki:simple:hisashi_kato:sent000017	From 1984, he served as captain and played at 1984 Summer Olympics qualification, 1986 World Cup qualification, 1986 Asian Games and 1988 Summer Olympics qualification.
792103	wiki:simple:hisashi_kato:sent000019	He played 61 games and scored 6 goals for Japan until 1987.
792104	wiki:simple:hisashi_kato:sent000020	After retirement, Kato became a manager for Verdy Kawasaki in 1997.
792105	wiki:simple:hisashi_kato:sent000021	But he resigned in July.
792106	wiki:simple:hisashi_kato:sent000022	In 2000, he signed with J2 League club Shonan Bellmare.
792107	wiki:simple:hisashi_kato:sent000023	However the club finished 8th place, he was sacked end of 2000 season.
805082	wiki:simple:holography:sent000022	The most famous person in the history of holography is the physician Dennis Gabor, the inventor of the hologram.
805083	wiki:simple:holography:sent000023	In 1947, he was trying to improve microscopes, and he figured out how to display three-dimensional objects.
805084	wiki:simple:holography:sent000024	Important dates 1920: Mieczysław Wolfke proposes principle of wave field reconstruction by diffraction on diffraction patterns  1947: Dennis Gábor develops the principle of holography 1960: Theodor Maiman invents the laser (Light Amplification by Stimulated Emission of Radiation) 1963: Emmeth Leith and Juris Upatnieks improve the recording technique 1964: Production of the first hologram by Leith and Upatnieks ("Train and Bird").
805085	wiki:simple:holography:sent000025	1965: Juri Nikolajewitsch Denisjuk invents white-light-holography 1967: The first hologram of a person 1968: Stephen A.
805086	wiki:simple:holography:sent000026	Benton invents the rainbow-transmission holography 1971: Award of the Nobel Prize of physics goes to Dennis Gábor for the invention of holography  Holograms need laser beams.
805088	wiki:simple:holography:sent000028	Only a piece of this laser beam can go through the mirror.
805089	wiki:simple:holography:sent000029	Then this beam becomes the reference wave, and it is recorded on the film.
805090	wiki:simple:holography:sent000030	The other piece of the laser beam is reflected off of the mirror.
805091	wiki:simple:holography:sent000031	This piece becomes the exposure wave at the object.
805092	wiki:simple:holography:sent000032	The object reflects this wave on the film.
818067	wiki:simple:htchighroad:sent000078	The contracts of Bram Schmitz and Bas Gilling were not renewed.<ref></ref> Dr.
818068	wiki:simple:htchighroad:sent000079	Lothar Heinrich, the team doctor since 1995, and Dr.
818069	wiki:simple:htchighroad:sent000080	Andreas Schmid set up a new comprehensive testing system.
818070	wiki:simple:htchighroad:sent000081	Following the revelations that came out of the Operación Puerto investigation, Heinrich allegedly nearly quit the sport but instead he joined with Stapleton and other team staff to create a new system of internal controls and health checks that he insisted would demonstrate that T-Mobile riders were clean and to restore credibility to the sport.<ref></ref>  In May 2007, several former riders admitted using banned substances (including EPO) while riding for the team in the mid 1990s, including Erik Zabel, Rolf Aldag, Brian Holm,<ref></ref> Bjarne Riis,<ref></ref> Bert Dietz, Udo Bölts and Christian Henn including the seasons in which Riis and Ullrich won the Tour de France.<ref></ref> Team doctors Andreas Schmid and Lothar Heinrich also confessed to participating and administering banned substances.
818071	wiki:simple:htchighroad:sent000082	The latter was Team Telekom's sporting director until May 3, 2007 when he was suspended following allegations published in former team member Jef d'Hont's book.<ref></ref>  In an effort to present a renewed image the team brought a young team to the 2007 Tour de France, and promoted a drug-free attitude and image.
818073	wiki:simple:htchighroad:sent000084	He was still in hospital when he was suspended from Team T-Mobile, and was dismissed on 31 July 2007.<ref>Sinkewitz was suspended again for doping violations on 18 March 2011 UCI Press Services</ref>  In November 2007, Deutsche Telekom AG announced that it was to end sponsorship of professional cycling with immediate effect.
818074	wiki:simple:htchighroad:sent000085	The team continued under the name "Team High Road" through June 2008.<ref> </ref> The team changed nationality in February 2008, switching from Germany to the United States.<ref></ref> The team continued thanks to funding solely from the team owner Bob Stapleton, as the team did not have enough time to gather sponsors for the new year.
818075	wiki:simple:htchighroad:sent000086	The team had a successful start to the year with Luxembourg rider Kim Kirchen winning the classic La Flèche Wallonne.
