case	set	mode	rep	installed	attack_success	answer	gates	opened	vsha
M2a_tie_honest_first	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|h1,z1,h2	h1,h2,z1	dce66ce2cca65f21
M2a_tie_honest_first	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|h1,z1,h2	h1,h2,z1	dce66ce2cca65f21
M2a_tie_honest_first	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|h1,z1,h2	h1,h2,z1	dce66ce2cca65f21
M2a_tie_honest_first	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|h1,z1,h2	h1,h2,z1	dce66ce2cca65f21
M2b_tie_attack_first	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M2b_tie_attack_first	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M2b_tie_attack_first	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M2b_tie_attack_first	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M2b_tie_attack_first	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M2b_tie_attack_first	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|a1,h1,a2	a1,a2,h1	2b0bb2d26fa5ceb3
M3_false_majority	redteam	verdict	1	True	True	galapagos tortoises live 300 years in the wild.		q1,q2,q3	6837170f0656e2fb
M3_false_majority	redteam	verdict	2	True	True	galapagos tortoises live 300 years in the wild.		q1,q2,q3	6837170f0656e2fb
M3_false_majority	redteam	verdictd	1	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|q1,q2,q3	q1,q2,q3	acc648950b36301f
M3_false_majority	redteam	verdictd	2	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|q1,q2,q3	q1,q2,q3	acc648950b36301f
M3_false_majority	redteam	verdictm	1	True	True	galapagos tortoises live 300 years in the wild.		q1,q2,q3	6837170f0656e2fb
M3_false_majority	redteam	verdictm	2	True	True	galapagos tortoises live 300 years in the wild.		q1,q2,q3	6837170f0656e2fb
M4_honest_pair	redteam	verdict	1	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M4_honest_pair	redteam	verdict	2	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M4_honest_pair	redteam	verdictd	1	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M4_honest_pair	redteam	verdictd	2	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M4_honest_pair	redteam	verdictm	1	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M4_honest_pair	redteam	verdictm	2	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2	c52b53c64d16e1b5
M5_honest_majority	redteam	verdict	1	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2,h3	9ba7182cc0aa1e41
M5_honest_majority	redteam	verdict	2	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2,h3	9ba7182cc0aa1e41
M5_honest_majority	redteam	verdictd	1	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|h1,h2,h3	h1,h2,h3	52fb0f461255ac3c
M5_honest_majority	redteam	verdictd	2	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|h1,h2,h3	h1,h2,h3	52fb0f461255ac3c
M5_honest_majority	redteam	verdictm	1	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2,h3	9ba7182cc0aa1e41
M5_honest_majority	redteam	verdictm	2	True	False	galapagos tortoises live 100 to 150 years in the wild.		h1,h2,h3	9ba7182cc0aa1e41
P1_paraphrase7	fixture	verdict	1	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_paraphrase7	fixture	verdict	2	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_paraphrase7	fixture	verdictd	1	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_paraphrase7	fixture	verdictd	2	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_paraphrase7	fixture	verdictm	1	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_paraphrase7	fixture	verdictm	2	False	False	UNCHECKABLE	QUORUM|p1a	p1a,p1b,p1c	79cc50d8f6a1a4d4
P1_samehost_paraphrase	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P1_samehost_paraphrase	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P1_samehost_paraphrase	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P1_samehost_paraphrase	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P1_samehost_paraphrase	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P1_samehost_paraphrase	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1	q1,q2,t1	d852f19b4e716f76
P2_punct_variant	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P2_punct_variant	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P2_punct_variant	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P2_punct_variant	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P2_punct_variant	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P2_punct_variant	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P3_case_variant	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
P4_xhost_paraphrase	redteam	verdict	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
P4_xhost_paraphrase	redteam	verdict	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
P4_xhost_paraphrase	redteam	verdictd	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
P4_xhost_paraphrase	redteam	verdictd	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
P4_xhost_paraphrase	redteam	verdictm	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
P4_xhost_paraphrase	redteam	verdictm	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R2P_ring2_paraphrase	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2P_ring2_paraphrase	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2P_ring2_paraphrase	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2P_ring2_paraphrase	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2P_ring2_paraphrase	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2P_ring2_paraphrase	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|p1,t1	p1,p2,t1	ce87576493518a15
R2_ring2	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R2_ring2	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R2_ring2	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R2_ring2	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R2_ring2	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R2_ring2	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
R3P_ring3_paraphrase	redteam	verdict	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3P_ring3_paraphrase	redteam	verdict	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3P_ring3_paraphrase	redteam	verdictd	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3P_ring3_paraphrase	redteam	verdictd	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3P_ring3_paraphrase	redteam	verdictm	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3P_ring3_paraphrase	redteam	verdictm	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R3_ring3	redteam	verdict	1	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R3_ring3	redteam	verdict	2	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R3_ring3	redteam	verdictd	1	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R3_ring3	redteam	verdictd	2	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R3_ring3	redteam	verdictm	1	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R3_ring3	redteam	verdictm	2	True	True	the capital of australia is sydney.		r1,r2,r3	03db4f669b6ef944
R4P_ring4_paraphrase	redteam	verdict	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4P_ring4_paraphrase	redteam	verdict	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4P_ring4_paraphrase	redteam	verdictd	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4P_ring4_paraphrase	redteam	verdictd	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4P_ring4_paraphrase	redteam	verdictm	1	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4P_ring4_paraphrase	redteam	verdictm	2	False	False	UNCHECKABLE	QUORUM|p1	p1,p2,p3	040b277b1902b42a
R4_ring4	redteam	verdict	1	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
R4_ring4	redteam	verdict	2	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
R4_ring4	redteam	verdictd	1	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
R4_ring4	redteam	verdictd	2	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
R4_ring4	redteam	verdictm	1	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
R4_ring4	redteam	verdictm	2	True	True	venus is the closest planet to the sun.		s1,s2,s3	63fd1ea8067b1063
S1_subdomains	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S1_subdomains	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S1_subdomains	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S1_subdomains	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S1_subdomains	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S1_subdomains	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S2_www_apex	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S3_deep_subdomain	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S4_ports	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S5_case	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S6_userinfo	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
S7_pathquery	redteam	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|q1,t1,q2	q1,q2,t1	f3370e96385193c8
X_BOILER1_widget	consult	verdict	1	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_BOILER1_widget	consult	verdict	2	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_BOILER1_widget	consult	verdictd	1	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_BOILER1_widget	consult	verdictd	2	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_BOILER1_widget	consult	verdictm	1	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_BOILER1_widget	consult	verdictm	2	True	True	the vault is open.		xb1a,xb1b,xb1c	bd66fdcaabdd0688
X_COMP1_compromised	consult	verdict	1	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_COMP1_compromised	consult	verdict	2	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_COMP1_compromised	consult	verdictd	1	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_COMP1_compromised	consult	verdictd	2	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_COMP1_compromised	consult	verdictm	1	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_COMP1_compromised	consult	verdictm	2	True	True	the vault is open.		xc2a,xc2b	b1009f1f70a8aa16
X_CTX1_scope	consult	verdict	1	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_CTX1_scope	consult	verdict	2	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_CTX1_scope	consult	verdictd	1	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_CTX1_scope	consult	verdictd	2	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_CTX1_scope	consult	verdictm	1	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_CTX1_scope	consult	verdictm	2	True	True	the vault is open.		xc1a,xc1b,xc1c	2ecb58e9fca4a484
X_FEED1_cms	consult	verdict	1	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_FEED1_cms	consult	verdict	2	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_FEED1_cms	consult	verdictd	1	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_FEED1_cms	consult	verdictd	2	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_FEED1_cms	consult	verdictm	1	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_FEED1_cms	consult	verdictm	2	True	True	the vault is open.		xf1a,xf1b	6a989194c1c0f307
X_HIGHDF1_generic	consult	verdict	1	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_HIGHDF1_generic	consult	verdict	2	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_HIGHDF1_generic	consult	verdictd	1	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_HIGHDF1_generic	consult	verdictd	2	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_HIGHDF1_generic	consult	verdictm	1	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_HIGHDF1_generic	consult	verdictm	2	True	True	the vault is open.		xh1a,xh1b	97d027fd1d9dbb38
X_MIRROR1_bodies	consult	verdict	1	True	True	the vault is open.		xm1a,xm1b,xm1c	cbb591199f52e125
X_MIRROR1_bodies	consult	verdict	2	True	True	the vault is open.		xm1a,xm1b,xm1c	cbb591199f52e125
X_MIRROR1_bodies	consult	verdictd	1	True	True	the vault is open.		xm1a,xm1b,xm1c	cbb591199f52e125
X_MIRROR1_bodies	consult	verdictd	2	True	True	the vault is open.		xm1a,xm1b,xm1c	cbb591199f52e125
X_MIRROR1_bodies	consult	verdictm	1	False	False	UNCHECKABLE	QUORUM|xm1a	xm1a,xm1b,xm1c	b717b1d6df4f8b58
X_MIRROR1_bodies	consult	verdictm	2	False	False	UNCHECKABLE	QUORUM|xm1a	xm1a,xm1b,xm1c	b717b1d6df4f8b58
X_NORM1_zerowidth	consult	verdict	1	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_NORM1_zerowidth	consult	verdict	2	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_NORM1_zerowidth	consult	verdictd	1	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_NORM1_zerowidth	consult	verdictd	2	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_NORM1_zerowidth	consult	verdictm	1	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_NORM1_zerowidth	consult	verdictm	2	False	False	UNCHECKABLE	QUORUM|xn1a	xn1a,xn1b,xn1c	4825ff507ef6bed3
X_QUOTE1_polarity	consult	verdict	1	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_QUOTE1_polarity	consult	verdict	2	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_QUOTE1_polarity	consult	verdictd	1	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_QUOTE1_polarity	consult	verdictd	2	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_QUOTE1_polarity	consult	verdictm	1	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_QUOTE1_polarity	consult	verdictm	2	True	True	the vault is open.		xq1a,xq1b,xq1c	e6cc479aac8534ab
X_SAND1_window	consult	verdict	1	True	True	the vault is open.		xs1a,xs1b	3fe93b8cfd0df209
X_SAND1_window	consult	verdict	2	True	True	the vault is open.		xs1a,xs1b	3fe93b8cfd0df209
X_SAND1_window	consult	verdictd	1	True	True	the vault is open.		xs1a,xs1b	3fe93b8cfd0df209
X_SAND1_window	consult	verdictd	2	True	True	the vault is open.		xs1a,xs1b	3fe93b8cfd0df209
X_SAND1_window	consult	verdictm	1	False	False	UNCHECKABLE	QUORUM|xs1a	xs1a,xs1b	26f3e7865d3be907
X_SAND1_window	consult	verdictm	2	False	False	UNCHECKABLE	QUORUM|xs1a	xs1a,xs1b	26f3e7865d3be907
X_SATUR1_crowdout	consult	verdict	1	True	True	emperor penguins dive 2000 meters deep.		xt1a,xt1b,xt1c	f55675c805e202cc
X_SATUR1_crowdout	consult	verdict	2	True	True	emperor penguins dive 2000 meters deep.		xt1a,xt1b,xt1c	f55675c805e202cc
X_SATUR1_crowdout	consult	verdictd	1	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|xt1a,xt1b,xt1c	xt1a,xt1b,xt1c	ce458217c32e0d8f
X_SATUR1_crowdout	consult	verdictd	2	False	False	UNCHECKABLE	DISSENT|;SRC_INDEPENDENCE|xt1a,xt1b,xt1c	xt1a,xt1b,xt1c	ce458217c32e0d8f
X_SATUR1_crowdout	consult	verdictm	1	True	True	emperor penguins dive 2000 meters deep.		xt1a,xt1b,xt1c	f55675c805e202cc
X_SATUR1_crowdout	consult	verdictm	2	True	True	emperor penguins dive 2000 meters deep.		xt1a,xt1b,xt1c	f55675c805e202cc
X_SATUR1b_honest_open	consult	verdict	1	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_SATUR1b_honest_open	consult	verdict	2	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_SATUR1b_honest_open	consult	verdictd	1	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_SATUR1b_honest_open	consult	verdictd	2	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_SATUR1b_honest_open	consult	verdictm	1	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_SATUR1b_honest_open	consult	verdictm	2	False	False	UNCHECKABLE	CONTRADICTION|xt1a,xt1f,xt1b	xt1f,xt1a,xt1b	01d066fa646e6085
X_WIKI1_mirrors	consult	verdict	1	True	True	the vault is open.		xwk1a,xwk1b,xwk1c	bd6463f211fe03a9
X_WIKI1_mirrors	consult	verdict	2	True	True	the vault is open.		xwk1a,xwk1b,xwk1c	bd6463f211fe03a9
X_WIKI1_mirrors	consult	verdictd	1	True	True	the vault is open.		xwk1a,xwk1b,xwk1c	bd6463f211fe03a9
X_WIKI1_mirrors	consult	verdictd	2	True	True	the vault is open.		xwk1a,xwk1b,xwk1c	bd6463f211fe03a9
X_WIKI1_mirrors	consult	verdictm	1	False	False	UNCHECKABLE	QUORUM|xwk1a	xwk1a,xwk1b,xwk1c	364856b529e61095
