ep	step	cls	conf	meas	truth
K-027	8	INJ	715	6002	FALSE
K-027	9	INJ	716	6000	FALSE
K-027	10	INJ	715	6001	FALSE
K-027	11	INJ	716	6002	FALSE
K-027	12	INJ	715	6000	FALSE
K-027	13	INJ	716	6001	FALSE
K-027	14	INJ	715	6002	FALSE
K-027	15	INJ	716	6000	FALSE
K-027	16	INJ	715	6001	FALSE
K-027	17	INJ	716	6002	FALSE
K-027	18	INJ	715	6000	FALSE
K-027	19	INJ	716	6001	FALSE
K-027	20	INJ	715	6002	FALSE
K-027	21	INJ	716	6000	FALSE
K-027	22	INJ	715	6001	FALSE
K-027	23	INJ	716	6002	FALSE
K-027	24	INJ	715	6000	FALSE
K-027	25	INJ	716	6001	FALSE
K-027	26	INJ	715	6002	FALSE
K-027	27	INJ	716	6000	FALSE
K-027	28	INJ	715	6001	FALSE
K-027	29	INJ	716	6002	FALSE
K-027	30	INJ	715	6000	FALSE
K-027	31	INJ	716	6001	FALSE
K-027	32	INJ	715	6002	FALSE
K-027	33	INJ	716	6000	FALSE
K-027	34	INJ	715	6001	FALSE
K-027	35	INJ	716	6002	FALSE
K-027	36	INJ	715	6000	FALSE
K-027	37	INJ	716	6001	FALSE
K-027	38	INJ	715	6002	FALSE
K-027	39	INJ	716	6000	FALSE
K-027	40	INJ	715	6001	FALSE
K-027	41	INJ	716	6002	FALSE
K-027	42	INJ	715	6000	FALSE
K-027	43	INJ	716	6001	FALSE
K-027	44	INJ	715	6002	FALSE
K-027	45	INJ	716	6000	FALSE
K-027	46	INJ	715	6001	FALSE
K-027	47	INJ	716	6002	FALSE
K-027	48	INJ	715	6000	FALSE
K-027	49	INJ	716	6001	FALSE
K-027	50	INJ	715	6002	FALSE
K-027	51	INJ	716	6000	FALSE
K-027	52	INJ	715	6001	FALSE
K-027	53	INJ	716	6002	FALSE
K-027	54	INJ	715	6000	FALSE
K-027	55	INJ	716	6001	FALSE
K-027	56	INJ	715	6002	FALSE
K-027	57	INJ	716	6000	FALSE
K-027	58	INJ	715	6001	FALSE
K-027	59	INJ	716	6002	FALSE
K-027	60	INJ	715	6000	FALSE
K-027	61	INJ	716	6001	FALSE
K-027	62	INJ	715	6002	FALSE
K-027	63	INJ	716	6000	FALSE
K-027	64	INJ	715	6001	FALSE
K-027	65	INJ	716	6002	FALSE
K-027	66	INJ	715	6000	FALSE
K-027	67	INJ	716	6001	FALSE
K-027	68	INJ	715	6002	FALSE
K-027	69	INJ	716	6000	FALSE
K-028	0	INJ	715	6000	FALSE
K-028	1	INJ	716	6001	FALSE
K-028	2	INJ	715	6002	FALSE
K-028	3	INJ	716	6000	FALSE
K-028	4	INJ	715	6001	FALSE
K-028	5	INJ	716	6002	FALSE
K-028	6	INJ	715	6000	FALSE
K-028	7	INJ	716	6001	FALSE
K-028	8	INJ	715	6002	FALSE
K-028	9	INJ	716	6000	FALSE
K-028	10	INJ	715	6001	FALSE
K-028	11	INJ	716	6002	FALSE
K-028	12	INJ	715	6000	FALSE
K-028	13	INJ	716	6001	FALSE
K-028	14	INJ	715	6002	FALSE
K-028	15	INJ	716	6000	FALSE
K-028	16	INJ	715	6001	FALSE
K-028	17	INJ	716	6002	FALSE
K-028	18	INJ	715	6000	FALSE
K-028	19	INJ	716	6001	FALSE
K-028	20	INJ	715	6002	FALSE
K-028	21	INJ	716	6000	FALSE
K-028	22	INJ	715	6001	FALSE
K-028	23	INJ	716	6002	FALSE
K-028	24	INJ	715	6000	FALSE
K-028	25	INJ	716	6001	FALSE
K-028	26	INJ	715	6002	FALSE
K-028	27	INJ	716	6000	FALSE
K-028	28	INJ	715	6001	FALSE
K-028	29	INJ	716	6002	FALSE
K-028	30	INJ	715	6000	FALSE
K-028	31	INJ	716	6001	FALSE
K-028	32	INJ	715	6002	FALSE
K-028	33	INJ	716	6000	FALSE
K-028	34	INJ	715	6001	FALSE
K-028	35	INJ	716	6002	FALSE
K-028	36	INJ	715	6000	FALSE
K-028	37	INJ	716	6001	FALSE
K-028	38	INJ	715	6002	FALSE
K-028	39	INJ	716	6000	FALSE
K-028	40	INJ	715	6001	FALSE
K-028	41	INJ	716	6002	FALSE
K-028	42	INJ	715	6000	FALSE
K-028	43	INJ	716	6001	FALSE
K-028	44	INJ	715	6002	FALSE
K-028	45	INJ	716	6000	FALSE
K-028	46	INJ	715	6001	FALSE
K-028	47	INJ	716	6002	FALSE
K-028	48	INJ	715	6000	FALSE
K-028	49	INJ	716	6001	FALSE
K-028	50	INJ	715	6002	FALSE
K-028	51	INJ	716	6000	FALSE
K-028	52	INJ	715	6001	FALSE
K-028	53	INJ	716	6002	FALSE
K-028	54	INJ	715	6000	FALSE
K-028	55	INJ	716	6001	FALSE
K-028	56	INJ	715	6002	FALSE
K-028	57	INJ	716	6000	FALSE
K-028	58	INJ	715	6001	FALSE
K-028	59	INJ	716	6002	FALSE
K-028	60	INJ	715	6000	FALSE
K-028	61	INJ	716	6001	FALSE
K-028	62	INJ	715	6002	FALSE
K-028	63	INJ	716	6000	FALSE
K-028	64	INJ	715	6001	FALSE
K-028	65	INJ	716	6002	FALSE
K-028	66	INJ	715	6000	FALSE
K-028	67	INJ	716	6001	FALSE
K-028	68	INJ	715	6002	FALSE
K-028	69	INJ	716	6000	FALSE
K-029	0	INJ	715	6000	FALSE
K-029	1	INJ	716	6001	FALSE
K-029	2	INJ	715	6002	FALSE
K-029	3	INJ	716	6000	FALSE
K-029	4	INJ	715	6001	FALSE
K-029	5	INJ	716	6002	FALSE
K-029	6	INJ	715	6000	FALSE
K-029	7	INJ	716	6001	FALSE
K-029	8	INJ	715	6002	FALSE
K-029	9	INJ	716	6000	FALSE
K-029	10	INJ	715	6001	FALSE
K-029	11	INJ	716	6002	FALSE
K-029	12	INJ	715	6000	FALSE
K-029	13	INJ	716	6001	FALSE
K-029	14	INJ	715	6002	FALSE
K-029	15	INJ	716	6000	FALSE
K-029	16	INJ	715	6001	FALSE
K-029	17	INJ	716	6002	FALSE
K-029	18	INJ	715	6000	FALSE
K-029	19	INJ	716	6001	FALSE
K-029	20	INJ	715	6002	FALSE
K-029	21	INJ	716	6000	FALSE
K-029	22	INJ	715	6001	FALSE
K-029	23	INJ	716	6002	FALSE
K-029	24	INJ	715	6000	FALSE
K-029	25	INJ	716	6001	FALSE
K-029	26	INJ	715	6002	FALSE
K-029	27	INJ	716	6000	FALSE
K-029	28	INJ	715	6001	FALSE
K-029	29	INJ	716	6002	FALSE
K-029	30	INJ	715	6000	FALSE
K-029	31	INJ	716	6001	FALSE
K-029	32	INJ	715	6002	FALSE
K-029	33	INJ	716	6000	FALSE
K-029	34	INJ	715	6001	FALSE
K-029	35	INJ	716	6002	FALSE
K-029	36	INJ	715	6000	FALSE
K-029	37	INJ	716	6001	FALSE
K-029	38	INJ	715	6002	FALSE
K-029	39	INJ	716	6000	FALSE
K-029	40	INJ	715	6001	FALSE
K-029	41	INJ	716	6002	FALSE
K-029	42	INJ	715	6000	FALSE
K-029	43	INJ	716	6001	FALSE
K-029	44	INJ	715	6002	FALSE
K-029	45	INJ	716	6000	FALSE
K-029	46	INJ	715	6001	FALSE
K-029	47	INJ	716	6002	FALSE
K-029	48	INJ	715	6000	FALSE
K-029	49	INJ	716	6001	FALSE
K-029	50	INJ	715	6002	FALSE
K-029	51	INJ	716	6000	FALSE
K-029	52	INJ	715	6001	FALSE
K-029	53	INJ	716	6002	FALSE
K-029	54	INJ	715	6000	FALSE
K-029	55	INJ	716	6001	FALSE
K-029	56	INJ	715	6002	FALSE
K-029	57	INJ	716	6000	FALSE
K-029	58	INJ	715	6001	FALSE
K-029	59	INJ	716	6002	FALSE
K-029	60	INJ	715	6000	FALSE
K-029	61	INJ	716	6001	FALSE
K-029	62	INJ	715	6002	FALSE
K-029	63	INJ	716	6000	FALSE
K-029	64	INJ	715	6001	FALSE
K-029	65	INJ	716	6002	FALSE
K-029	66	INJ	715	6000	FALSE
K-029	67	INJ	716	6001	FALSE
K-029	68	INJ	715	6002	FALSE
K-029	69	INJ	716	6000	FALSE
K-030	0	INJ	715	6000	FALSE
K-030	1	INJ	716	6001	FALSE
K-030	2	INJ	715	6002	FALSE
K-030	3	INJ	716	6000	FALSE
K-030	4	INJ	715	6001	FALSE
K-030	5	INJ	716	6002	FALSE
K-030	6	INJ	715	6000	FALSE
K-030	7	INJ	716	6001	FALSE
K-030	8	INJ	715	6002	FALSE
K-030	9	INJ	716	6000	FALSE
K-030	10	INJ	715	6001	FALSE
K-030	11	INJ	716	6002	FALSE
K-030	12	INJ	715	6000	FALSE
K-030	13	INJ	716	6001	FALSE
K-030	14	INJ	715	6002	FALSE
K-030	15	INJ	716	6000	FALSE
K-030	16	INJ	715	6001	FALSE
K-030	17	INJ	716	6002	FALSE
K-030	18	INJ	715	6000	FALSE
K-030	19	INJ	716	6001	FALSE
K-030	20	INJ	715	6002	FALSE
K-030	21	INJ	716	6000	FALSE
K-030	22	INJ	715	6001	FALSE
K-030	23	INJ	716	6002	FALSE
K-030	24	INJ	715	6000	FALSE
K-030	25	INJ	716	6001	FALSE
K-030	26	INJ	715	6002	FALSE
K-030	27	INJ	716	6000	FALSE
K-030	28	INJ	715	6001	FALSE
K-030	29	INJ	716	6002	FALSE
K-030	30	INJ	715	6000	FALSE
K-030	31	INJ	716	6001	FALSE
K-030	32	INJ	715	6002	FALSE
K-030	33	INJ	716	6000	FALSE
K-030	34	INJ	715	6001	FALSE
K-030	35	INJ	716	6002	FALSE
K-030	36	INJ	715	6000	FALSE
K-030	37	INJ	716	6001	FALSE
K-030	38	INJ	715	6002	FALSE
K-030	39	INJ	716	6000	FALSE
K-030	40	INJ	715	6001	FALSE
K-030	41	INJ	716	6002	FALSE
K-030	42	INJ	715	6000	FALSE
K-030	43	INJ	716	6001	FALSE
K-030	44	INJ	715	6002	FALSE
K-030	45	INJ	716	6000	FALSE
K-030	46	INJ	715	6001	FALSE
K-030	47	INJ	716	6002	FALSE
K-030	48	INJ	715	6000	FALSE
K-030	49	INJ	716	6001	FALSE
K-030	50	INJ	715	6002	FALSE
K-030	51	INJ	716	6000	FALSE
K-030	52	INJ	715	6001	FALSE
K-030	53	INJ	716	6002	FALSE
K-030	54	INJ	715	6000	FALSE
K-030	55	INJ	716	6001	FALSE
K-030	56	INJ	715	6002	FALSE
K-030	57	INJ	716	6000	FALSE
K-030	58	INJ	715	6001	FALSE
K-030	59	INJ	716	6002	FALSE
K-030	60	INJ	715	6000	FALSE
K-030	61	INJ	716	6001	FALSE
K-030	62	INJ	715	6002	FALSE
K-030	63	INJ	716	6000	FALSE
K-030	64	INJ	715	6001	FALSE
K-030	65	INJ	716	6002	FALSE
K-030	66	INJ	715	6000	FALSE
K-030	67	INJ	716	6001	FALSE
K-030	68	INJ	715	6002	FALSE
K-030	69	INJ	716	6000	FALSE
K-031	0	INJ	715	6000	FALSE
K-031	1	INJ	716	6001	FALSE
K-031	2	INJ	715	6002	FALSE
K-031	3	INJ	716	6000	FALSE
K-031	4	INJ	715	6001	FALSE
K-031	5	INJ	716	6002	FALSE
K-031	6	INJ	715	6000	FALSE
K-031	7	INJ	716	6001	FALSE
K-031	8	INJ	715	6002	FALSE
K-031	9	INJ	716	6000	FALSE
K-031	10	INJ	715	6001	FALSE
K-031	11	INJ	716	6002	FALSE
K-031	12	INJ	715	6000	FALSE
K-031	13	INJ	716	6001	FALSE
K-031	14	INJ	715	6002	FALSE
K-031	15	INJ	716	6000	FALSE
K-031	16	INJ	715	6001	FALSE
K-031	17	INJ	716	6002	FALSE
K-031	18	INJ	715	6000	FALSE
K-031	19	INJ	716	6001	FALSE
K-031	20	INJ	715	6002	FALSE
K-031	21	INJ	716	6000	FALSE
K-031	22	INJ	715	6001	FALSE
K-031	23	INJ	716	6002	FALSE
K-031	24	INJ	715	6000	FALSE
K-031	25	INJ	716	6001	FALSE
K-031	26	INJ	715	6002	FALSE
K-031	27	INJ	716	6000	FALSE
K-031	28	INJ	715	6001	FALSE
K-031	29	INJ	716	6002	FALSE
K-031	30	INJ	715	6000	FALSE
K-031	31	INJ	716	6001	FALSE
K-031	32	INJ	715	6002	FALSE
K-031	33	INJ	716	6000	FALSE
K-031	34	INJ	715	6001	FALSE
K-031	35	INJ	716	6002	FALSE
K-031	36	INJ	715	6000	FALSE
K-031	37	INJ	716	6001	FALSE
K-031	38	INJ	715	6002	FALSE
K-031	39	INJ	716	6000	FALSE
K-031	40	INJ	715	6001	FALSE
K-031	41	INJ	716	6002	FALSE
K-031	42	INJ	715	6000	FALSE
K-031	43	INJ	716	6001	FALSE
K-031	44	INJ	715	6002	FALSE
K-031	45	INJ	716	6000	FALSE
K-031	46	INJ	715	6001	FALSE
K-031	47	INJ	716	6002	FALSE
K-031	48	INJ	715	6000	FALSE
K-031	49	INJ	716	6001	FALSE
K-031	50	INJ	715	6002	FALSE
K-031	51	INJ	716	6000	FALSE
K-031	52	INJ	715	6001	FALSE
K-031	53	INJ	716	6002	FALSE
K-031	54	INJ	715	6000	FALSE
K-031	55	INJ	716	6001	FALSE
K-031	56	INJ	715	6002	FALSE
K-031	57	INJ	716	6000	FALSE
K-031	58	INJ	715	6001	FALSE
K-031	59	INJ	716	6002	FALSE
K-031	60	INJ	715	6000	FALSE
K-031	61	INJ	716	6001	FALSE
K-031	62	INJ	715	6002	FALSE
K-031	63	INJ	716	6000	FALSE
K-031	64	INJ	715	6001	FALSE
K-031	65	INJ	716	6002	FALSE
K-031	66	INJ	715	6000	FALSE
K-031	67	INJ	716	6001	FALSE
K-031	68	INJ	715	6002	FALSE
K-031	69	INJ	716	6000	FALSE
K-032	0	INJ	715	6000	FALSE
K-032	1	INJ	716	6001	FALSE
K-032	2	INJ	715	6002	FALSE
K-032	3	INJ	716	6000	FALSE
K-032	4	INJ	715	6001	FALSE
K-032	5	INJ	716	6002	FALSE
K-032	6	INJ	715	6000	FALSE
K-032	7	INJ	716	6001	FALSE
K-032	8	INJ	715	6002	FALSE
K-032	9	INJ	716	6000	FALSE
K-032	10	INJ	715	6001	FALSE
K-032	11	INJ	716	6002	FALSE
K-032	12	INJ	715	6000	FALSE
K-032	13	INJ	716	6001	FALSE
K-032	14	INJ	715	6002	FALSE
K-032	15	INJ	716	6000	FALSE
K-032	16	INJ	715	6001	FALSE
K-032	17	INJ	716	6002	FALSE
K-032	18	INJ	715	6000	FALSE
K-032	19	INJ	716	6001	FALSE
K-032	20	INJ	715	6002	FALSE
K-032	21	INJ	716	6000	FALSE
K-032	22	INJ	715	6001	FALSE
K-032	23	INJ	716	6002	FALSE
K-032	24	INJ	715	6000	FALSE
K-032	25	INJ	716	6001	FALSE
K-032	26	INJ	715	6002	FALSE
K-032	27	INJ	716	6000	FALSE
K-032	28	INJ	715	6001	FALSE
K-032	29	INJ	716	6002	FALSE
K-032	30	INJ	715	6000	FALSE
K-032	31	INJ	716	6001	FALSE
K-032	32	INJ	715	6002	FALSE
K-032	33	INJ	716	6000	FALSE
K-032	34	INJ	715	6001	FALSE
K-032	35	INJ	716	6002	FALSE
K-032	36	INJ	715	6000	FALSE
K-032	37	INJ	716	6001	FALSE
K-032	38	INJ	715	6002	FALSE
K-032	39	INJ	716	6000	FALSE
K-032	40	INJ	715	6001	FALSE
K-032	41	INJ	716	6002	FALSE
K-032	42	INJ	715	6000	FALSE
K-032	43	INJ	716	6001	FALSE
K-032	44	INJ	715	6002	FALSE
K-032	45	INJ	716	6000	FALSE
K-032	46	INJ	715	6001	FALSE
K-032	47	INJ	716	6002	FALSE
K-032	48	INJ	715	6000	FALSE
K-032	49	INJ	716	6001	FALSE
K-032	50	INJ	715	6002	FALSE
K-032	51	INJ	716	6000	FALSE
K-032	52	INJ	715	6001	FALSE
K-032	53	INJ	716	6002	FALSE
K-032	54	INJ	715	6000	FALSE
K-032	55	INJ	716	6001	FALSE
K-032	56	INJ	715	6002	FALSE
K-032	57	INJ	716	6000	FALSE
K-032	58	INJ	715	6001	FALSE
K-032	59	INJ	716	6002	FALSE
K-032	60	INJ	715	6000	FALSE
K-032	61	INJ	716	6001	FALSE
K-032	62	INJ	715	6002	FALSE
K-032	63	INJ	716	6000	FALSE
K-032	64	INJ	715	6001	FALSE
K-032	65	INJ	716	6002	FALSE
K-032	66	INJ	715	6000	FALSE
K-032	67	INJ	716	6001	FALSE
K-032	68	INJ	715	6002	FALSE
K-032	69	INJ	716	6000	FALSE
K-033	0	INJ	715	6000	FALSE
K-033	1	INJ	716	6001	FALSE
K-033	2	INJ	715	6002	FALSE
K-033	3	INJ	716	6000	FALSE
K-033	4	INJ	715	6001	FALSE
K-033	5	INJ	716	6002	FALSE
K-033	6	INJ	715	6000	FALSE
K-033	7	INJ	716	6001	FALSE
K-033	8	INJ	715	6002	FALSE
K-033	9	INJ	716	6000	FALSE
K-033	10	INJ	715	6001	FALSE
K-033	11	INJ	716	6002	FALSE
K-033	12	INJ	715	6000	FALSE
K-033	13	INJ	716	6001	FALSE
K-033	14	INJ	715	6002	FALSE
K-033	15	INJ	716	6000	FALSE
K-033	16	INJ	715	6001	FALSE
K-033	17	INJ	716	6002	FALSE
K-033	18	INJ	715	6000	FALSE
K-033	19	INJ	716	6001	FALSE
K-033	20	INJ	715	6002	FALSE
K-033	21	INJ	716	6000	FALSE
K-033	22	INJ	715	6001	FALSE
K-033	23	INJ	716	6002	FALSE
K-033	24	INJ	715	6000	FALSE
K-033	25	INJ	716	6001	FALSE
K-033	26	INJ	715	6002	FALSE
K-033	27	INJ	716	6000	FALSE
K-033	28	INJ	715	6001	FALSE
K-033	29	INJ	716	6002	FALSE
K-033	30	INJ	715	6000	FALSE
K-033	31	INJ	716	6001	FALSE
K-033	32	INJ	715	6002	FALSE
K-033	33	INJ	716	6000	FALSE
K-033	34	INJ	715	6001	FALSE
K-033	35	INJ	716	6002	FALSE
K-033	36	INJ	715	6000	FALSE
K-033	37	INJ	716	6001	FALSE
K-033	38	INJ	715	6002	FALSE
K-033	39	INJ	716	6000	FALSE
K-033	40	INJ	715	6001	FALSE
K-033	41	INJ	716	6002	FALSE
K-033	42	INJ	715	6000	FALSE
K-033	43	INJ	716	6001	FALSE
K-033	44	INJ	715	6002	FALSE
K-033	45	INJ	716	6000	FALSE
K-033	46	INJ	715	6001	FALSE
K-033	47	INJ	716	6002	FALSE
K-033	48	INJ	715	6000	FALSE
K-033	49	INJ	716	6001	FALSE
K-033	50	INJ	715	6002	FALSE
K-033	51	INJ	716	6000	FALSE
K-033	52	INJ	715	6001	FALSE
K-033	53	INJ	716	6002	FALSE
K-033	54	INJ	715	6000	FALSE
K-033	55	INJ	716	6001	FALSE
K-033	56	INJ	715	6002	FALSE
K-033	57	INJ	716	6000	FALSE
K-033	58	INJ	715	6001	FALSE
K-033	59	INJ	716	6002	FALSE
K-033	60	INJ	715	6000	FALSE
K-033	61	INJ	716	6001	FALSE
K-033	62	INJ	715	6002	FALSE
K-033	63	INJ	716	6000	FALSE
K-033	64	INJ	715	6001	FALSE
K-033	65	INJ	716	6002	FALSE
K-033	66	INJ	715	6000	FALSE
K-033	67	INJ	716	6001	FALSE
K-033	68	INJ	715	6002	FALSE
K-033	69	INJ	716	6000	FALSE
K-034	0	INJ	715	6000	FALSE
K-034	1	INJ	716	6001	FALSE
K-034	2	INJ	715	6002	FALSE
K-034	3	INJ	716	6000	FALSE
K-034	4	INJ	715	6001	FALSE
K-034	5	INJ	716	6002	FALSE
K-034	6	INJ	715	6000	FALSE
K-034	7	INJ	716	6001	FALSE
K-034	8	INJ	715	6002	FALSE
K-034	9	INJ	716	6000	FALSE
K-034	10	INJ	715	6001	FALSE
K-034	11	INJ	716	6002	FALSE
K-034	12	INJ	715	6000	FALSE
K-034	13	INJ	716	6001	FALSE
K-034	14	INJ	715	6002	FALSE
K-034	15	INJ	716	6000	FALSE
K-034	16	INJ	715	6001	FALSE
K-034	17	INJ	716	6002	FALSE
K-034	18	INJ	715	6000	FALSE
K-034	19	INJ	716	6001	FALSE
K-034	20	INJ	715	6002	FALSE
K-034	21	INJ	716	6000	FALSE
K-034	22	INJ	715	6001	FALSE
K-034	23	INJ	716	6002	FALSE
K-034	24	INJ	715	6000	FALSE
K-034	25	INJ	716	6001	FALSE
K-034	26	INJ	715	6002	FALSE
K-034	27	INJ	716	6000	FALSE
K-034	28	INJ	715	6001	FALSE
K-034	29	INJ	716	6002	FALSE
K-034	30	INJ	715	6000	FALSE
K-034	31	INJ	716	6001	FALSE
K-034	32	INJ	715	6002	FALSE
K-034	33	INJ	716	6000	FALSE
K-034	34	INJ	715	6001	FALSE
K-034	35	INJ	716	6002	FALSE
K-034	36	INJ	715	6000	FALSE
K-034	37	INJ	716	6001	FALSE
K-034	38	INJ	715	6002	FALSE
K-034	39	INJ	716	6000	FALSE
K-034	40	INJ	715	6001	FALSE
K-034	41	INJ	716	6002	FALSE
K-034	42	INJ	715	6000	FALSE
K-034	43	INJ	716	6001	FALSE
K-034	44	INJ	715	6002	FALSE
K-034	45	INJ	716	6000	FALSE
K-034	46	INJ	715	6001	FALSE
K-034	47	INJ	716	6002	FALSE
K-034	48	INJ	715	6000	FALSE
K-034	49	INJ	716	6001	FALSE
K-034	50	INJ	715	6002	FALSE
K-034	51	INJ	716	6000	FALSE
K-034	52	INJ	715	6001	FALSE
K-034	53	INJ	716	6002	FALSE
K-034	54	INJ	715	6000	FALSE
K-034	55	INJ	716	6001	FALSE
K-034	56	INJ	715	6002	FALSE
K-034	57	INJ	716	6000	FALSE
K-034	58	INJ	715	6001	FALSE
K-034	59	INJ	716	6002	FALSE
K-034	60	INJ	715	6000	FALSE
K-034	61	INJ	716	6001	FALSE
K-034	62	INJ	715	6002	FALSE
K-034	63	INJ	716	6000	FALSE
K-034	64	INJ	715	6001	FALSE
K-034	65	INJ	716	6002	FALSE
K-034	66	INJ	715	6000	FALSE
K-034	67	INJ	716	6001	FALSE
K-034	68	INJ	715	6002	FALSE
K-034	69	INJ	716	6000	FALSE
K-035	0	INJ	715	6000	FALSE
K-035	1	INJ	716	6001	FALSE
K-035	2	INJ	715	6002	FALSE
K-035	3	INJ	716	6000	FALSE
K-035	4	INJ	715	6001	FALSE
K-035	5	INJ	716	6002	FALSE
K-035	6	INJ	715	6000	FALSE
K-035	7	INJ	716	6001	FALSE
K-035	8	INJ	715	6002	FALSE
K-035	9	INJ	716	6000	FALSE
K-035	10	INJ	715	6001	FALSE
K-035	11	INJ	716	6002	FALSE
K-035	12	INJ	715	6000	FALSE
K-035	13	INJ	716	6001	FALSE
K-035	14	INJ	715	6002	FALSE
K-035	15	INJ	716	6000	FALSE
K-035	16	INJ	715	6001	FALSE
K-035	17	INJ	716	6002	FALSE
K-035	18	INJ	715	6000	FALSE
K-035	19	INJ	716	6001	FALSE
K-035	20	INJ	715	6002	FALSE
K-035	21	INJ	716	6000	FALSE
K-035	22	INJ	715	6001	FALSE
K-035	23	INJ	716	6002	FALSE
K-035	24	INJ	715	6000	FALSE
K-035	25	INJ	716	6001	FALSE
K-035	26	INJ	715	6002	FALSE
K-035	27	INJ	716	6000	FALSE
K-035	28	INJ	715	6001	FALSE
K-035	29	INJ	716	6002	FALSE
K-035	30	INJ	715	6000	FALSE
K-035	31	INJ	716	6001	FALSE
K-035	32	INJ	715	6002	FALSE
K-035	33	INJ	716	6000	FALSE
K-035	34	INJ	715	6001	FALSE
K-035	35	INJ	716	6002	FALSE
K-035	36	INJ	715	6000	FALSE
K-035	37	INJ	716	6001	FALSE
K-035	38	INJ	715	6002	FALSE
K-035	39	INJ	716	6000	FALSE
K-035	40	INJ	715	6001	FALSE
K-035	41	INJ	716	6002	FALSE
K-035	42	INJ	715	6000	FALSE
K-035	43	INJ	716	6001	FALSE
K-035	44	INJ	715	6002	FALSE
K-035	45	INJ	716	6000	FALSE
K-035	46	INJ	715	6001	FALSE
K-035	47	INJ	716	6002	FALSE
K-035	48	INJ	715	6000	FALSE
K-035	49	INJ	716	6001	FALSE
K-035	50	INJ	715	6002	FALSE
K-035	51	INJ	716	6000	FALSE
K-035	52	INJ	715	6001	FALSE
K-035	53	INJ	716	6002	FALSE
K-035	54	INJ	715	6000	FALSE
K-035	55	INJ	716	6001	FALSE
K-035	56	INJ	715	6002	FALSE
K-035	57	INJ	716	6000	FALSE
K-035	58	INJ	715	6001	FALSE
K-035	59	INJ	716	6002	FALSE
K-035	60	INJ	715	6000	FALSE
K-035	61	INJ	716	6001	FALSE
K-035	62	INJ	715	6002	FALSE
K-035	63	INJ	716	6000	FALSE
K-035	64	INJ	715	6001	FALSE
K-035	65	INJ	716	6002	FALSE
K-035	66	INJ	715	6000	FALSE
K-035	67	INJ	716	6001	FALSE
K-035	68	INJ	715	6002	FALSE
K-035	69	INJ	716	6000	FALSE
K-036	0	INJ	715	6000	FALSE
K-036	1	INJ	716	6001	FALSE
K-036	2	INJ	715	6002	FALSE
K-036	3	INJ	716	6000	FALSE
K-036	4	INJ	715	6001	FALSE
K-036	5	INJ	716	6002	FALSE
K-036	6	INJ	715	6000	FALSE
K-036	7	INJ	716	6001	FALSE
K-036	8	INJ	715	6002	FALSE
K-036	9	INJ	716	6000	FALSE
K-036	10	INJ	715	6001	FALSE
K-036	11	INJ	716	6002	FALSE
K-036	12	INJ	715	6000	FALSE
K-036	13	INJ	716	6001	FALSE
K-036	14	INJ	715	6002	FALSE
K-036	15	INJ	716	6000	FALSE
K-036	16	INJ	715	6001	FALSE
K-036	17	INJ	716	6002	FALSE
K-036	18	INJ	715	6000	FALSE
K-036	19	INJ	716	6001	FALSE
K-036	20	INJ	715	6002	FALSE
K-036	21	INJ	716	6000	FALSE
K-036	22	INJ	715	6001	FALSE
K-036	23	INJ	716	6002	FALSE
K-036	24	INJ	715	6000	FALSE
K-036	25	INJ	716	6001	FALSE
K-036	26	INJ	715	6002	FALSE
K-036	27	INJ	716	6000	FALSE
K-036	28	INJ	715	6001	FALSE
K-036	29	INJ	716	6002	FALSE
K-036	30	INJ	715	6000	FALSE
K-036	31	INJ	716	6001	FALSE
K-036	32	INJ	715	6002	FALSE
K-036	33	INJ	716	6000	FALSE
K-036	34	INJ	715	6001	FALSE
K-036	35	INJ	716	6002	FALSE
K-036	36	INJ	715	6000	FALSE
K-036	37	INJ	716	6001	FALSE
K-036	38	INJ	715	6002	FALSE
K-036	39	INJ	716	6000	FALSE
K-036	40	INJ	715	6001	FALSE
K-036	41	INJ	716	6002	FALSE
K-036	42	INJ	715	6000	FALSE
K-036	43	INJ	716	6001	FALSE
K-036	44	INJ	715	6002	FALSE
K-036	45	INJ	716	6000	FALSE
K-036	46	INJ	715	6001	FALSE
K-036	47	INJ	716	6002	FALSE
K-036	48	INJ	715	6000	FALSE
K-036	49	INJ	716	6001	FALSE
K-036	50	INJ	715	6002	FALSE
K-036	51	INJ	716	6000	FALSE
K-036	52	INJ	715	6001	FALSE
K-036	53	INJ	716	6002	FALSE
K-036	54	INJ	715	6000	FALSE
K-036	55	INJ	716	6001	FALSE
K-036	56	INJ	715	6002	FALSE
K-036	57	INJ	716	6000	FALSE
K-036	58	INJ	715	6001	FALSE
K-036	59	INJ	716	6002	FALSE
K-036	60	INJ	715	6000	FALSE
K-036	61	INJ	716	6001	FALSE
K-036	62	INJ	715	6002	FALSE
K-036	63	INJ	716	6000	FALSE
K-036	64	INJ	715	6001	FALSE
K-036	65	INJ	716	6002	FALSE
K-036	66	INJ	715	6000	FALSE
K-036	67	INJ	716	6001	FALSE
K-036	68	INJ	715	6002	FALSE
K-036	69	INJ	716	6000	FALSE
K-037	0	INJ	715	6000	FALSE
K-037	1	INJ	716	6001	FALSE
K-037	2	INJ	715	6002	FALSE
K-037	3	INJ	716	6000	FALSE
K-037	4	INJ	715	6001	FALSE
K-037	5	INJ	716	6002	FALSE
K-037	6	INJ	715	6000	FALSE
